Field ID,Description,Category,Unnamed: 3
27526,Volume of S-collat-transv-ant (left hemisphere),Freesurfer a2009s,
27748,Volume of S-collat-transv-ant (right hemisphere),Freesurfer a2009s,
27527,Volume of S-collat-transv-post (left hemisphere),Freesurfer a2009s,
27749,Volume of S-collat-transv-post (right hemisphere),Freesurfer a2009s,
27528,Volume of S-front-inf (left hemisphere),Freesurfer a2009s,
27750,Volume of S-front-inf (right hemisphere),Freesurfer a2009s,
27529,Volume of S-front-middle (left hemisphere),Freesurfer a2009s,
27751,Volume of S-front-middle (right hemisphere),Freesurfer a2009s,
27530,Volume of S-front-sup (left hemisphere),Freesurfer a2009s,
27752,Volume of S-front-sup (right hemisphere),Freesurfer a2009s,
27531,Volume of S-interm-prim-Jensen (left hemisphere),Freesurfer a2009s,
27753,Volume of S-interm-prim-Jensen (right hemisphere),Freesurfer a2009s,
27532,Volume of S-intrapariet+P-trans (left hemisphere),Freesurfer a2009s,
27754,Volume of S-intrapariet+P-trans (right hemisphere),Freesurfer a2009s,
27533,Volume of S-oc-middle+Lunatus (left hemisphere),Freesurfer a2009s,
27755,Volume of S-oc-middle+Lunatus (right hemisphere),Freesurfer a2009s,
27534,Volume of S-oc-sup+transversal (left hemisphere),Freesurfer a2009s,
27756,Volume of S-oc-sup+transversal (right hemisphere),Freesurfer a2009s,
27536,Volume of S-oc-temp-lat (left hemisphere),Freesurfer a2009s,
27758,Volume of S-oc-temp-lat (right hemisphere),Freesurfer a2009s,
27537,Volume of S-oc-temp-med+Lingual (left hemisphere),Freesurfer a2009s,
27759,Volume of S-oc-temp-med+Lingual (right hemisphere),Freesurfer a2009s,
27535,Volume of S-occipital-ant (left hemisphere),Freesurfer a2009s,
27757,Volume of S-occipital-ant (right hemisphere),Freesurfer a2009s,
27540,Volume of S-orbital-H-Shaped (left hemisphere),Freesurfer a2009s,
27762,Volume of S-orbital-H-Shaped (right hemisphere),Freesurfer a2009s,
27538,Volume of S-orbital-lateral (left hemisphere),Freesurfer a2009s,
27760,Volume of S-orbital-lateral (right hemisphere),Freesurfer a2009s,
27539,Volume of S-orbital-med-olfact (left hemisphere),Freesurfer a2009s,
27761,Volume of S-orbital-med-olfact (right hemisphere),Freesurfer a2009s,
27541,Volume of S-parieto-occipital (left hemisphere),Freesurfer a2009s,
27763,Volume of S-parieto-occipital (right hemisphere),Freesurfer a2009s,
27542,Volume of S-pericallosal (left hemisphere),Freesurfer a2009s,
27764,Volume of S-pericallosal (right hemisphere),Freesurfer a2009s,
27543,Volume of S-postcentral (left hemisphere),Freesurfer a2009s,
27765,Volume of S-postcentral (right hemisphere),Freesurfer a2009s,
27544,Volume of S-precentral-inf-part (left hemisphere),Freesurfer a2009s,
27766,Volume of S-precentral-inf-part (right hemisphere),Freesurfer a2009s,
27545,Volume of S-precentral-sup-part (left hemisphere),Freesurfer a2009s,
27767,Volume of S-precentral-sup-part (right hemisphere),Freesurfer a2009s,
27546,Volume of S-suborbital (left hemisphere),Freesurfer a2009s,
27768,Volume of S-suborbital (right hemisphere),Freesurfer a2009s,
27547,Volume of S-subparietal (left hemisphere),Freesurfer a2009s,
27769,Volume of S-subparietal (right hemisphere),Freesurfer a2009s,
27548,Volume of S-temporal-inf (left hemisphere),Freesurfer a2009s,
27770,Volume of S-temporal-inf (right hemisphere),Freesurfer a2009s,
27549,Volume of S-temporal-sup (left hemisphere),Freesurfer a2009s,
27771,Volume of S-temporal-sup (right hemisphere),Freesurfer a2009s,
27550,Volume of S-temporal-transverse (left hemisphere),Freesurfer a2009s,
27772,Volume of S-temporal-transverse (right hemisphere),Freesurfer a2009s,
26718,Volume of SCP (whole brain),Freesurfer subsegmentation,
26517,Volume of SubCortGray (whole brain),Freesurfer ASEG,
26519,Volume of SupraTentorial (whole brain),Freesurfer ASEG,
26520,Volume of SupraTentorialNotVent (whole brain),Freesurfer ASEG,
26558,Volume of Thalamus-Proper (left hemisphere),Freesurfer ASEG,
26589,Volume of Thalamus-Proper (right hemisphere),Freesurfer ASEG,
26518,Volume of TotalGray (whole brain),Freesurfer ASEG,
27096,Volume of V1 (left hemisphere),Freesurfer BA exvivo,
27138,Volume of V1 (right hemisphere),Freesurfer BA exvivo,
27097,Volume of V2 (left hemisphere),Freesurfer BA exvivo,
27139,Volume of V2 (right hemisphere),Freesurfer BA exvivo,
26678,Volume of VA (left hemisphere),Freesurfer subsegmentation,
26701,Volume of VA (right hemisphere),Freesurfer subsegmentation,
26675,Volume of VAmc (left hemisphere),Freesurfer subsegmentation,
26699,Volume of VAmc (right hemisphere),Freesurfer subsegmentation,
26671,Volume of VLa (left hemisphere),Freesurfer subsegmentation,
26695,Volume of VLa (right hemisphere),Freesurfer subsegmentation,
26686,Volume of VLp (left hemisphere),Freesurfer subsegmentation,
26707,Volume of VLp (right hemisphere),Freesurfer subsegmentation,
26680,Volume of VM (left hemisphere),Freesurfer subsegmentation,
26704,Volume of VM (right hemisphere),Freesurfer subsegmentation,
26669,Volume of VPL (left hemisphere),Freesurfer subsegmentation,
26693,Volume of VPL (right hemisphere),Freesurfer subsegmentation,
26565,Volume of VentralDC (left hemisphere),Freesurfer ASEG,
26596,Volume of VentralDC (right hemisphere),Freesurfer ASEG,
26522,Volume of VentricleChoroid (whole brain),Freesurfer ASEG,
26528,Volume of WM-hypointensities (whole brain),Freesurfer ASEG,
26609,Volume of Whole-amygdala (left hemisphere),Freesurfer subsegmentation,
26619,Volume of Whole-amygdala (right hemisphere),Freesurfer subsegmentation,
26720,Volume of Whole-brainstem (whole brain),Freesurfer subsegmentation,
26639,Volume of Whole-hippocampal-body (left hemisphere),Freesurfer subsegmentation,
26661,Volume of Whole-hippocampal-body (right hemisphere),Freesurfer subsegmentation,
26640,Volume of Whole-hippocampal-head (left hemisphere),Freesurfer subsegmentation,
26662,Volume of Whole-hippocampal-head (right hemisphere),Freesurfer subsegmentation,
26641,Volume of Whole-hippocampus (left hemisphere),Freesurfer subsegmentation,
26663,Volume of Whole-hippocampus (right hemisphere),Freesurfer subsegmentation,
26714,Volume of Whole-thalamus (left hemisphere),Freesurfer subsegmentation,
26715,Volume of Whole-thalamus (right hemisphere),Freesurfer subsegmentation,
25023,Volume of accumbens (left),Subcortical volumes (FIRST),
25024,Volume of accumbens (right),Subcortical volumes (FIRST),
25021,Volume of amygdala (left),Subcortical volumes (FIRST),
25022,Volume of amygdala (right),Subcortical volumes (FIRST),
26789,Volume of bankssts (left hemisphere),Freesurfer desikan white,
26890,Volume of bankssts (right hemisphere),Freesurfer desikan white,
25025,Volume of brain stem + 4th ventricle,T1 structural brain MRI,
25010,"Volume of brain, grey+white matter",T1 structural brain MRI,
25009,"Volume of brain, grey+white matter (normalised for head size)",T1 structural brain MRI,
26790,Volume of caudalanteriorcingulate (left hemisphere),Freesurfer desikan white,
27205,Volume of caudalanteriorcingulate (left hemisphere),Freesurfer DKT,
26891,Volume of caudalanteriorcingulate (right hemisphere),Freesurfer desikan white,
27298,Volume of caudalanteriorcingulate (right hemisphere),Freesurfer DKT,
26791,Volume of caudalmiddlefrontal (left hemisphere),Freesurfer desikan white,
27206,Volume of caudalmiddlefrontal (left hemisphere),Freesurfer DKT,
26892,Volume of caudalmiddlefrontal (right hemisphere),Freesurfer desikan white,
27299,Volume of caudalmiddlefrontal (right hemisphere),Freesurfer DKT,
25013,Volume of caudate (left),Subcortical volumes (FIRST),
25014,Volume of caudate (right),Subcortical volumes (FIRST),
26567,Volume of choroid-plexus (left hemisphere),Freesurfer ASEG,
26598,Volume of choroid-plexus (right hemisphere),Freesurfer ASEG,
26792,Volume of cuneus (left hemisphere),Freesurfer desikan white,
27207,Volume of cuneus (left hemisphere),Freesurfer DKT,
26893,Volume of cuneus (right hemisphere),Freesurfer desikan white,
27300,Volume of cuneus (right hemisphere),Freesurfer DKT,
26793,Volume of entorhinal (left hemisphere),Freesurfer desikan white,
27100,Volume of entorhinal (left hemisphere),Freesurfer BA exvivo,
27208,Volume of entorhinal (left hemisphere),Freesurfer DKT,
26894,Volume of entorhinal (right hemisphere),Freesurfer desikan white,
27142,Volume of entorhinal (right hemisphere),Freesurfer BA exvivo,
27301,Volume of entorhinal (right hemisphere),Freesurfer DKT,
26636,Volume of fimbria (left hemisphere),Freesurfer subsegmentation,
26658,Volume of fimbria (right hemisphere),Freesurfer subsegmentation,
26819,Volume of frontalpole (left hemisphere),Freesurfer desikan white,
26920,Volume of frontalpole (right hemisphere),Freesurfer desikan white,
26794,Volume of fusiform (left hemisphere),Freesurfer desikan white,
27209,Volume of fusiform (left hemisphere),Freesurfer DKT,
26895,Volume of fusiform (right hemisphere),Freesurfer desikan white,
27302,Volume of fusiform (right hemisphere),Freesurfer DKT,
25006,Volume of grey matter,T1 structural brain MRI,
25005,Volume of grey matter (normalised for head size),T1 structural brain MRI,
25888,Volume of grey matter in Amygdala (left),Regional grey matter volumes (FAST),
25889,Volume of grey matter in Amygdala (right),Regional grey matter volumes (FAST),
25822,Volume of grey matter in Angular Gyrus (left),Regional grey matter volumes (FAST),
25823,Volume of grey matter in Angular Gyrus (right),Regional grey matter volumes (FAST),
25892,Volume of grey matter in Brain-Stem,Regional grey matter volumes (FAST),
25880,Volume of grey matter in Caudate (left),Regional grey matter volumes (FAST),
25881,Volume of grey matter in Caudate (right),Regional grey matter volumes (FAST),
25864,Volume of grey matter in Central Opercular Cortex (left),Regional grey matter volumes (FAST),
25865,Volume of grey matter in Central Opercular Cortex (right),Regional grey matter volumes (FAST),
25838,"Volume of grey matter in Cingulate Gyrus, anterior division (left)",Regional grey matter volumes (FAST),
25839,"Volume of grey matter in Cingulate Gyrus, anterior division (right)",Regional grey matter volumes (FAST),
25840,"Volume of grey matter in Cingulate Gyrus, posterior division (left)",Regional grey matter volumes (FAST),
25841,"Volume of grey matter in Cingulate Gyrus, posterior division (right)",Regional grey matter volumes (FAST),
25900,Volume of grey matter in Crus I Cerebellum (left),Regional grey matter volumes (FAST),
25902,Volume of grey matter in Crus I Cerebellum (right),Regional grey matter volumes (FAST),
25901,Volume of grey matter in Crus I Cerebellum (vermis),Regional grey matter volumes (FAST),
25903,Volume of grey matter in Crus II Cerebellum (left),Regional grey matter volumes (FAST),
25905,Volume of grey matter in Crus II Cerebellum (right),Regional grey matter volumes (FAST),
25904,Volume of grey matter in Crus II Cerebellum (vermis),Regional grey matter volumes (FAST),
25844,Volume of grey matter in Cuneal Cortex (left),Regional grey matter volumes (FAST),
25845,Volume of grey matter in Cuneal Cortex (right),Regional grey matter volumes (FAST),
25830,Volume of grey matter in Frontal Medial Cortex (left),Regional grey matter volumes (FAST),
25831,Volume of grey matter in Frontal Medial Cortex (right),Regional grey matter volumes (FAST),
25862,Volume of grey matter in Frontal Operculum Cortex (left),Regional grey matter volumes (FAST),
25863,Volume of grey matter in Frontal Operculum Cortex (right),Regional grey matter volumes (FAST),
25846,Volume of grey matter in Frontal Orbital Cortex (left),Regional grey matter volumes (FAST),
25847,Volume of grey matter in Frontal Orbital Cortex (right),Regional grey matter volumes (FAST),
25782,Volume of grey matter in Frontal Pole (left),Regional grey matter volumes (FAST),
25783,Volume of grey matter in Frontal Pole (right),Regional grey matter volumes (FAST),
25870,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (left),Regional grey matter volumes (FAST),
25871,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (right),Regional grey matter volumes (FAST),
25886,Volume of grey matter in Hippocampus (left),Regional grey matter volumes (FAST),
25887,Volume of grey matter in Hippocampus (right),Regional grey matter volumes (FAST),
25893,Volume of grey matter in I-IV Cerebellum (left),Regional grey matter volumes (FAST),
25894,Volume of grey matter in I-IV Cerebellum (right),Regional grey matter volumes (FAST),
25915,Volume of grey matter in IX Cerebellum (left),Regional grey matter volumes (FAST),
25917,Volume of grey matter in IX Cerebellum (right),Regional grey matter volumes (FAST),
25916,Volume of grey matter in IX Cerebellum (vermis),Regional grey matter volumes (FAST),
25792,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (left)",Regional grey matter volumes (FAST),
25793,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (right)",Regional grey matter volumes (FAST),
25790,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (left)",Regional grey matter volumes (FAST),
25791,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (right)",Regional grey matter volumes (FAST),
25808,"Volume of grey matter in Inferior Temporal Gyrus, anterior division (left)",Regional grey matter volumes (FAST),
25809,"Volume of grey matter in Inferior Temporal Gyrus, anterior division (right)",Regional grey matter volumes (FAST),
25810,"Volume of grey matter in Inferior Temporal Gyrus, posterior division (left)",Regional grey matter volumes (FAST),
25811,"Volume of grey matter in Inferior Temporal Gyrus, posterior division (right)",Regional grey matter volumes (FAST),
25812,"Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (left)",Regional grey matter volumes (FAST),
25813,"Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (right)",Regional grey matter volumes (FAST),
25784,Volume of grey matter in Insular Cortex (left),Regional grey matter volumes (FAST),
25785,Volume of grey matter in Insular Cortex (right),Regional grey matter volumes (FAST),
25828,Volume of grey matter in Intracalcarine Cortex (left),Regional grey matter volumes (FAST),
25829,Volume of grey matter in Intracalcarine Cortex (right),Regional grey matter volumes (FAST),
25832,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (left),Regional grey matter volumes (FAST),
25833,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (right),Regional grey matter volumes (FAST),
25826,"Volume of grey matter in Lateral Occipital Cortex, inferior division (left)",Regional grey matter volumes (FAST),
25827,"Volume of grey matter in Lateral Occipital Cortex, inferior division (right)",Regional grey matter volumes (FAST),
25824,"Volume of grey matter in Lateral Occipital Cortex, superior division (left)",Regional grey matter volumes (FAST),
25825,"Volume of grey matter in Lateral Occipital Cortex, superior division (right)",Regional grey matter volumes (FAST),
25852,Volume of grey matter in Lingual Gyrus (left),Regional grey matter volumes (FAST),
25853,Volume of grey matter in Lingual Gyrus (right),Regional grey matter volumes (FAST),
25788,Volume of grey matter in Middle Frontal Gyrus (left),Regional grey matter volumes (FAST),
25789,Volume of grey matter in Middle Frontal Gyrus (right),Regional grey matter volumes (FAST),
25802,"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)",Regional grey matter volumes (FAST),
25803,"Volume of grey matter in Middle Temporal Gyrus, anterior division (right)",Regional grey matter volumes (FAST),
25804,"Volume of grey matter in Middle Temporal Gyrus, posterior division (left)",Regional grey matter volumes (FAST),
25805,"Volume of grey matter in Middle Temporal Gyrus, posterior division (right)",Regional grey matter volumes (FAST),
25806,"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (left)",Regional grey matter volumes (FAST),
25807,"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (right)",Regional grey matter volumes (FAST),
25860,Volume of grey matter in Occipital Fusiform Gyrus (left),Regional grey matter volumes (FAST),
25861,Volume of grey matter in Occipital Fusiform Gyrus (right),Regional grey matter volumes (FAST),
25876,Volume of grey matter in Occipital Pole (left),Regional grey matter volumes (FAST),
25877,Volume of grey matter in Occipital Pole (right),Regional grey matter volumes (FAST),
25884,Volume of grey matter in Pallidum (left),Regional grey matter volumes (FAST),
25885,Volume of grey matter in Pallidum (right),Regional grey matter volumes (FAST),
25836,Volume of grey matter in Paracingulate Gyrus (left),Regional grey matter volumes (FAST),
25837,Volume of grey matter in Paracingulate Gyrus (right),Regional grey matter volumes (FAST),
25848,"Volume of grey matter in Parahippocampal Gyrus, anterior division (left)",Regional grey matter volumes (FAST),
25849,"Volume of grey matter in Parahippocampal Gyrus, anterior division (right)",Regional grey matter volumes (FAST),
25850,"Volume of grey matter in Parahippocampal Gyrus, posterior division (left)",Regional grey matter volumes (FAST),
25851,"Volume of grey matter in Parahippocampal Gyrus, posterior division (right)",Regional grey matter volumes (FAST),
25866,Volume of grey matter in Parietal Operculum Cortex (left),Regional grey matter volumes (FAST),
25867,Volume of grey matter in Parietal Operculum Cortex (right),Regional grey matter volumes (FAST),
25868,Volume of grey matter in Planum Polare (left),Regional grey matter volumes (FAST),
25869,Volume of grey matter in Planum Polare (right),Regional grey matter volumes (FAST),
25872,Volume of grey matter in Planum Temporale (left),Regional grey matter volumes (FAST),
25873,Volume of grey matter in Planum Temporale (right),Regional grey matter volumes (FAST),
25814,Volume of grey matter in Postcentral Gyrus (left),Regional grey matter volumes (FAST),
25815,Volume of grey matter in Postcentral Gyrus (right),Regional grey matter volumes (FAST),
25794,Volume of grey matter in Precentral Gyrus (left),Regional grey matter volumes (FAST),
25795,Volume of grey matter in Precentral Gyrus (right),Regional grey matter volumes (FAST),
25842,Volume of grey matter in Precuneous Cortex (left),Regional grey matter volumes (FAST),
25843,Volume of grey matter in Precuneous Cortex (right),Regional grey matter volumes (FAST),
25882,Volume of grey matter in Putamen (left),Regional grey matter volumes (FAST),
25883,Volume of grey matter in Putamen (right),Regional grey matter volumes (FAST),
25834,Volume of grey matter in Subcallosal Cortex (left),Regional grey matter volumes (FAST),
25835,Volume of grey matter in Subcallosal Cortex (right),Regional grey matter volumes (FAST),
25786,Volume of grey matter in Superior Frontal Gyrus (left),Regional grey matter volumes (FAST),
25787,Volume of grey matter in Superior Frontal Gyrus (right),Regional grey matter volumes (FAST),
25816,Volume of grey matter in Superior Parietal Lobule (left),Regional grey matter volumes (FAST),
25817,Volume of grey matter in Superior Parietal Lobule (right),Regional grey matter volumes (FAST),
25798,"Volume of grey matter in Superior Temporal Gyrus, anterior division (left)",Regional grey matter volumes (FAST),
25799,"Volume of grey matter in Superior Temporal Gyrus, anterior division (right)",Regional grey matter volumes (FAST),
25800,"Volume of grey matter in Superior Temporal Gyrus, posterior division (left)",Regional grey matter volumes (FAST),
25801,"Volume of grey matter in Superior Temporal Gyrus, posterior division (right)",Regional grey matter volumes (FAST),
25874,Volume of grey matter in Supracalcarine Cortex (left),Regional grey matter volumes (FAST),
25875,Volume of grey matter in Supracalcarine Cortex (right),Regional grey matter volumes (FAST),
25818,"Volume of grey matter in Supramarginal Gyrus, anterior division (left)",Regional grey matter volumes (FAST),
25819,"Volume of grey matter in Supramarginal Gyrus, anterior division (right)",Regional grey matter volumes (FAST),
25820,"Volume of grey matter in Supramarginal Gyrus, posterior division (left)",Regional grey matter volumes (FAST),
25821,"Volume of grey matter in Supramarginal Gyrus, posterior division (right)",Regional grey matter volumes (FAST),
25854,"Volume of grey matter in Temporal Fusiform Cortex, anterior division (left)",Regional grey matter volumes (FAST),
25855,"Volume of grey matter in Temporal Fusiform Cortex, anterior division (right)",Regional grey matter volumes (FAST),
25856,"Volume of grey matter in Temporal Fusiform Cortex, posterior division (left)",Regional grey matter volumes (FAST),
25857,"Volume of grey matter in Temporal Fusiform Cortex, posterior division (right)",Regional grey matter volumes (FAST),
25858,Volume of grey matter in Temporal Occipital Fusiform Cortex (left),Regional grey matter volumes (FAST),
25859,Volume of grey matter in Temporal Occipital Fusiform Cortex (right),Regional grey matter volumes (FAST),
25796,Volume of grey matter in Temporal Pole (left),Regional grey matter volumes (FAST),
25797,Volume of grey matter in Temporal Pole (right),Regional grey matter volumes (FAST),
25878,Volume of grey matter in Thalamus (left),Regional grey matter volumes (FAST),
25879,Volume of grey matter in Thalamus (right),Regional grey matter volumes (FAST),
25895,Volume of grey matter in V Cerebellum (left),Regional grey matter volumes (FAST),
25896,Volume of grey matter in V Cerebellum (right),Regional grey matter volumes (FAST),
25897,Volume of grey matter in VI Cerebellum (left),Regional grey matter volumes (FAST),
25899,Volume of grey matter in VI Cerebellum (right),Regional grey matter volumes (FAST),
25898,Volume of grey matter in VI Cerebellum (vermis),Regional grey matter volumes (FAST),
25909,Volume of grey matter in VIIIa Cerebellum (left),Regional grey matter volumes (FAST),
25911,Volume of grey matter in VIIIa Cerebellum (right),Regional grey matter volumes (FAST),
25910,Volume of grey matter in VIIIa Cerebellum (vermis),Regional grey matter volumes (FAST),
25912,Volume of grey matter in VIIIb Cerebellum (left),Regional grey matter volumes (FAST),
25914,Volume of grey matter in VIIIb Cerebellum (right),Regional grey matter volumes (FAST),
25913,Volume of grey matter in VIIIb Cerebellum (vermis),Regional grey matter volumes (FAST),
25906,Volume of grey matter in VIIb Cerebellum (left),Regional grey matter volumes (FAST),
25908,Volume of grey matter in VIIb Cerebellum (right),Regional grey matter volumes (FAST),
25907,Volume of grey matter in VIIb Cerebellum (vermis),Regional grey matter volumes (FAST),
25890,Volume of grey matter in Ventral Striatum (left),Regional grey matter volumes (FAST),
25891,Volume of grey matter in Ventral Striatum (right),Regional grey matter volumes (FAST),
25918,Volume of grey matter in X Cerebellum (left),Regional grey matter volumes (FAST),
25920,Volume of grey matter in X Cerebellum (right),Regional grey matter volumes (FAST),
25919,Volume of grey matter in X Cerebellum (vermis),Regional grey matter volumes (FAST),
26624,Volume of hippocampal-fissure (left hemisphere),Freesurfer subsegmentation,
26646,Volume of hippocampal-fissure (right hemisphere),Freesurfer subsegmentation,
25019,Volume of hippocampus (left),Subcortical volumes (FIRST),
25020,Volume of hippocampus (right),Subcortical volumes (FIRST),
26795,Volume of inferiorparietal (left hemisphere),Freesurfer desikan white,
27210,Volume of inferiorparietal (left hemisphere),Freesurfer DKT,
26896,Volume of inferiorparietal (right hemisphere),Freesurfer desikan white,
27303,Volume of inferiorparietal (right hemisphere),Freesurfer DKT,
26796,Volume of inferiortemporal (left hemisphere),Freesurfer desikan white,
27211,Volume of inferiortemporal (left hemisphere),Freesurfer DKT,
26897,Volume of inferiortemporal (right hemisphere),Freesurfer desikan white,
27304,Volume of inferiortemporal (right hemisphere),Freesurfer DKT,
26821,Volume of insula (left hemisphere),Freesurfer desikan white,
27235,Volume of insula (left hemisphere),Freesurfer DKT,
26922,Volume of insula (right hemisphere),Freesurfer desikan white,
27328,Volume of insula (right hemisphere),Freesurfer DKT,
26797,Volume of isthmuscingulate (left hemisphere),Freesurfer desikan white,
27212,Volume of isthmuscingulate (left hemisphere),Freesurfer DKT,
26898,Volume of isthmuscingulate (right hemisphere),Freesurfer desikan white,
27305,Volume of isthmuscingulate (right hemisphere),Freesurfer DKT,
26798,Volume of lateraloccipital (left hemisphere),Freesurfer desikan white,
27213,Volume of lateraloccipital (left hemisphere),Freesurfer DKT,
26899,Volume of lateraloccipital (right hemisphere),Freesurfer desikan white,
27306,Volume of lateraloccipital (right hemisphere),Freesurfer DKT,
26799,Volume of lateralorbitofrontal (left hemisphere),Freesurfer desikan white,
27214,Volume of lateralorbitofrontal (left hemisphere),Freesurfer DKT,
26900,Volume of lateralorbitofrontal (right hemisphere),Freesurfer desikan white,
27307,Volume of lateralorbitofrontal (right hemisphere),Freesurfer DKT,
26800,Volume of lingual (left hemisphere),Freesurfer desikan white,
27215,Volume of lingual (left hemisphere),Freesurfer DKT,
26901,Volume of lingual (right hemisphere),Freesurfer desikan white,
27308,Volume of lingual (right hemisphere),Freesurfer DKT,
26801,Volume of medialorbitofrontal (left hemisphere),Freesurfer desikan white,
27216,Volume of medialorbitofrontal (left hemisphere),Freesurfer DKT,
26902,Volume of medialorbitofrontal (right hemisphere),Freesurfer desikan white,
27309,Volume of medialorbitofrontal (right hemisphere),Freesurfer DKT,
26802,Volume of middletemporal (left hemisphere),Freesurfer desikan white,
27217,Volume of middletemporal (left hemisphere),Freesurfer DKT,
26903,Volume of middletemporal (right hemisphere),Freesurfer desikan white,
27310,Volume of middletemporal (right hemisphere),Freesurfer DKT,
26630,Volume of molecular-layer-HP-body (left hemisphere),Freesurfer subsegmentation,
26652,Volume of molecular-layer-HP-body (right hemisphere),Freesurfer subsegmentation,
26629,Volume of molecular-layer-HP-head (left hemisphere),Freesurfer subsegmentation,
26651,Volume of molecular-layer-HP-head (right hemisphere),Freesurfer subsegmentation,
26529,Volume of non-WM-hypointensities (whole brain),Freesurfer ASEG,
25017,Volume of pallidum (left),Subcortical volumes (FIRST),
25018,Volume of pallidum (right),Subcortical volumes (FIRST),
26804,Volume of paracentral (left hemisphere),Freesurfer desikan white,
27219,Volume of paracentral (left hemisphere),Freesurfer DKT,
26905,Volume of paracentral (right hemisphere),Freesurfer desikan white,
27312,Volume of paracentral (right hemisphere),Freesurfer DKT,
26803,Volume of parahippocampal (left hemisphere),Freesurfer desikan white,
27218,Volume of parahippocampal (left hemisphere),Freesurfer DKT,
26904,Volume of parahippocampal (right hemisphere),Freesurfer desikan white,
27311,Volume of parahippocampal (right hemisphere),Freesurfer DKT,
26628,Volume of parasubiculum (left hemisphere),Freesurfer subsegmentation,
26650,Volume of parasubiculum (right hemisphere),Freesurfer subsegmentation,
26805,Volume of parsopercularis (left hemisphere),Freesurfer desikan white,
27220,Volume of parsopercularis (left hemisphere),Freesurfer DKT,
26906,Volume of parsopercularis (right hemisphere),Freesurfer desikan white,
27313,Volume of parsopercularis (right hemisphere),Freesurfer DKT,
26806,Volume of parsorbitalis (left hemisphere),Freesurfer desikan white,
27221,Volume of parsorbitalis (left hemisphere),Freesurfer DKT,
26907,Volume of parsorbitalis (right hemisphere),Freesurfer desikan white,
27314,Volume of parsorbitalis (right hemisphere),Freesurfer DKT,
26807,Volume of parstriangularis (left hemisphere),Freesurfer desikan white,
27222,Volume of parstriangularis (left hemisphere),Freesurfer DKT,
26908,Volume of parstriangularis (right hemisphere),Freesurfer desikan white,
27315,Volume of parstriangularis (right hemisphere),Freesurfer DKT,
26808,Volume of pericalcarine (left hemisphere),Freesurfer desikan white,
27223,Volume of pericalcarine (left hemisphere),Freesurfer DKT,
26909,Volume of pericalcarine (right hemisphere),Freesurfer desikan white,
27316,Volume of pericalcarine (right hemisphere),Freesurfer DKT,
25002,Volume of peripheral cortical grey matter,T1 structural brain MRI,
25001,Volume of peripheral cortical grey matter (normalised for head size),T1 structural brain MRI,
27099,Volume of perirhinal (left hemisphere),Freesurfer BA exvivo,
27141,Volume of perirhinal (right hemisphere),Freesurfer BA exvivo,
26809,Volume of postcentral (left hemisphere),Freesurfer desikan white,
27224,Volume of postcentral (left hemisphere),Freesurfer DKT,
26910,Volume of postcentral (right hemisphere),Freesurfer desikan white,
27317,Volume of postcentral (right hemisphere),Freesurfer DKT,
26810,Volume of posteriorcingulate (left hemisphere),Freesurfer desikan white,
27225,Volume of posteriorcingulate (left hemisphere),Freesurfer DKT,
26911,Volume of posteriorcingulate (right hemisphere),Freesurfer desikan white,
27318,Volume of posteriorcingulate (right hemisphere),Freesurfer DKT,
26811,Volume of precentral (left hemisphere),Freesurfer desikan white,
27226,Volume of precentral (left hemisphere),Freesurfer DKT,
26912,Volume of precentral (right hemisphere),Freesurfer desikan white,
27319,Volume of precentral (right hemisphere),Freesurfer DKT,
26812,Volume of precuneus (left hemisphere),Freesurfer desikan white,
27227,Volume of precuneus (left hemisphere),Freesurfer DKT,
26913,Volume of precuneus (right hemisphere),Freesurfer desikan white,
27320,Volume of precuneus (right hemisphere),Freesurfer DKT,
26627,Volume of presubiculum-body (left hemisphere),Freesurfer subsegmentation,
26649,Volume of presubiculum-body (right hemisphere),Freesurfer subsegmentation,
26625,Volume of presubiculum-head (left hemisphere),Freesurfer subsegmentation,
26647,Volume of presubiculum-head (right hemisphere),Freesurfer subsegmentation,
25015,Volume of putamen (left),Subcortical volumes (FIRST),
25016,Volume of putamen (right),Subcortical volumes (FIRST),
26813,Volume of rostralanteriorcingulate (left hemisphere),Freesurfer desikan white,
27228,Volume of rostralanteriorcingulate (left hemisphere),Freesurfer DKT,
26914,Volume of rostralanteriorcingulate (right hemisphere),Freesurfer desikan white,
27321,Volume of rostralanteriorcingulate (right hemisphere),Freesurfer DKT,
26814,Volume of rostralmiddlefrontal (left hemisphere),Freesurfer desikan white,
27229,Volume of rostralmiddlefrontal (left hemisphere),Freesurfer DKT,
