Field ID,Description,Category,Unnamed: 3
104380,Other vegetables intake,Fruit/vegetables yesterday,
103290,Other vegetarian alternative intake,Vegetarian alternatives yesterday,
22027,Outliers for heterozygosity or missing rate,Genotyping process and sample QC,
2178,Overall health rating,General health,
30467,Overall quality of sleep in past month,Quality of sleep,
680,Own or rent accommodation lived in,Household,
4293,PM: final answer,Prospective memory,
4292,PM: initial answer,Prospective memory,
3079,Pace-maker,Operations,
120061,Pain made worse by routine activities when headaches were at their worst,Experience of pain,
120060,Pain moderate or severe when headaches were at their worst,Experience of pain,
120043,Pain or cramps in lower abdomen in past six months,Experience of pain,
120021,Pain or discomfort all over the body in the last 3 months,Experience of pain,
120036,Pain or discomfort in another part of the body in the last 3 months,Experience of pain,
120032,Pain or discomfort in both feet in last three months,Experience of pain,
120038,Pain or tenderness during the past week,Experience of pain,
120059,"Pain pounding, pulsating or throbbing when headaches were at their worst",Experience of pain,
120058,Pain worst on just one side when headaches were at their worst,Experience of pain,
29153,Pain/discomfort today,General health,
120101,Pain/discomfort today,Experience of pain,
120047,Painful cold present in pain that bothers the most,Experience of pain,
20244,Pairs matching completion status,Pairs matching,
102010,Pancake intake,Soup/snacks/pastries yesterday,
29074,"Panic attack caused by medical condition, medication, drugs or alcohol",Anxiety and panic,
29075,Panic attack caused by strong fears,Anxiety and panic,
29043,Paroxetine has helped feel better,Depression,
104270,Parsnip intake,Fruit/vegetables yesterday,
1777,Part of a multiple birth,Early life factors,
1249,Past tobacco smoking,Smoking,
104280,Pea intake,Fruit/vegetables yesterday,
104550,Peach/nectarine intake,Fruit/vegetables yesterday,
104560,Pear intake,Fruit/vegetables yesterday,
29120,Period in life when was underweight,Eating patterns,
120114,"Persistent or recurrent tiredness, weariness or fatigue that has lasted for at least 6 months",Experience of pain,
23879,"Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23909,"Phospholipids to Total Lipids in IDL percentage, QC Flag",NMR metabolomics QC indicators,
23934,"Phospholipids to Total Lipids in Large HDL percentage, QC Flag",NMR metabolomics QC indicators,
23914,"Phospholipids to Total Lipids in Large LDL percentage, QC Flag",NMR metabolomics QC indicators,
23889,"Phospholipids to Total Lipids in Large VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23939,"Phospholipids to Total Lipids in Medium HDL percentage, QC Flag",NMR metabolomics QC indicators,
23919,"Phospholipids to Total Lipids in Medium LDL percentage, QC Flag",NMR metabolomics QC indicators,
23894,"Phospholipids to Total Lipids in Medium VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23944,"Phospholipids to Total Lipids in Small HDL percentage, QC Flag",NMR metabolomics QC indicators,
23924,"Phospholipids to Total Lipids in Small LDL percentage, QC Flag",NMR metabolomics QC indicators,
23899,"Phospholipids to Total Lipids in Small VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23929,"Phospholipids to Total Lipids in Very Large HDL percentage, QC Flag",NMR metabolomics QC indicators,
23884,"Phospholipids to Total Lipids in Very Large VLDL percentage, QC Flag",NMR metabolomics QC indicators,
23904,"Phospholipids to Total Lipids in Very Small VLDL percentage, QC Flag",NMR metabolomics QC indicators,
20523,Physical violence by partner or ex-partner as an adult,Traumatic events,
29083,Physical violence by partner or ex-partner as an adult,Adverse life events,
20488,Physically abused by family as a child,Traumatic events,
29077,Physically abused by family as a child,Adverse life events,
104570,Pineapple intake,Fruit/vegetables yesterday,
120050,Pins and needles present in pain that bothers the most,Experience of pain,
102000,Pizza intake,Soup/snacks/pastries yesterday,
100830,Plain cereal intake,Cereal yesterday,
2237,Plays computer games,Electronic device use,
104580,Plum intake,Fruit/vegetables yesterday,
23758,"Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio, QC Flag",NMR metabolomics QC indicators,
23753,"Polyunsaturated Fatty Acids to Total Fatty Acids percentage, QC Flag",NMR metabolomics QC indicators,
120108,Poor appetite or overeating over the last two weeks,Experience of pain,
1389,Pork intake,Diet,
103030,Pork intake,Meat/fish yesterday,
100770,Porridge intake,Cereal yesterday,
100010,Portion size,Typical diet yesterday,
30523,Potassium in urine device ID,Urine processing,
30525,Potassium in urine result flag,Urine assays,
1359,Poultry intake,Diet,
103060,Poultry intake,Meat/fish yesterday,
102530,Powdered/instant soup intake,Soup/snacks/pastries yesterday,
103200,Prawns intake,Meat/fish yesterday,
30425,Preferred time to get up,Sleep behaviour,
3140,Pregnant,Medical conditions,
5959,Previously smoked cigarettes on most/all days,Smoking,
4674,Private healthcare,Other sociodemographic factors,
20124,Probable recurrent major depression (moderate),Mental health,
20125,Probable recurrent major depression (severe),Mental health,
29057,Problems caused by manic or irritable periods - aspects of life were affected,Mood changes,
29056,Problems caused by manic or irritable periods - treatment was required,Mood changes,
29152,Problems doing usual activities,General health,
120100,Problems doing usual activities,Experience of pain,
30466,Problems with enthusiasm to get things done in the past month,Quality of sleep,
32104,Problems with forgetfulness/memory in past 7 days,Sleep consequences,
32105,Problems with poor concentration in past 7 days,Sleep consequences,
32108,Problems with slow thinking speed in past 7 days,Sleep consequences,
32106,Problems with trouble expressing thoughts in past 7 days,Sleep consequences,
32107,Problems with trouble finding the right word in past 7 days,Sleep consequences,
1349,Processed meat intake,Diet,
20428,Professional informed about anxiety,Anxiety,
20448,Professional informed about depression,Depression,
29037,Professional informed about depression,Depression,
6024,Program category,ECG during exercise,
20018,Prospective memory result,Prospective memory,
104420,Prune intake,Fruit/vegetables yesterday,
104010,Pulses intake,Fruit/vegetables yesterday,
100210,Pure fruit/vegetable juice intake,Hot/cold beverages yesterday,
22682,Quality control indicator for IMT at 120 degrees,Carotid ultrasound,
22683,Quality control indicator for IMT at 150 degrees,Carotid ultrasound,
22684,Quality control indicator for IMT at 210 degrees,Carotid ultrasound,
22685,Quality control indicator for IMT at 240 degrees,Carotid ultrasound,
29177,Quick recovery from stressful events,Social situation,
103280,Quorn intake,Vegetarian alternatives yesterday,
20059,Reason ECG not completed,ECG during exercise,
20060,Reason at-rest ECG performed without bicycle,ECG during exercise,
20050,Reason blood sampling not attempted,Blood sample collection,
29121,Reason for being underweight,Eating patterns,
41277,Reason for changing delivery place,Summary Maternity,
2664,Reason for reducing amount of alcohol drunk,Alcohol,
10818,Reason for reducing amount of alcohol drunk (pilot),Alcohol,
20058,Reason for skipping ECG,ECG during exercise,
20054,Reason for skipping IOP (left),Intraocular pressure,
20053,Reason for skipping IOP (right),Intraocular pressure,
20062,Reason for skipping OCT (left),Retinal optical coherence tomography,
20061,Reason for skipping OCT (right),Retinal optical coherence tomography,
20051,Reason for skipping arterial stiffness,Arterial stiffness,
20044,Reason for skipping grip strength (left),Hand grip strength,
20043,Reason for skipping grip strength (right),Hand grip strength,
20046,Reason for skipping hip measurement,Body size measures,
20052,Reason for skipping refractometry (left),Refractometer 1,
20055,Reason for skipping refractometry (right),Refractometer 1,
20048,Reason for skipping sitting height,Body size measures,
20042,Reason for skipping spirometry,Spirometry,
20047,Reason for skipping standing height,Body size measures,
20057,Reason for skipping visual acuity (left),Visual acuity,
20056,Reason for skipping visual acuity (right),Visual acuity,
20045,Reason for skipping waist,Body size measures,
20041,Reason for skipping weight,Body size measures,
3859,Reason former drinker stopped drinking alcohol,Alcohol,
10853,Reason former drinker stopped drinking alcohol (pilot),Alcohol,
190,Reason lost to follow-up,Ongoing characteristics,
20071,Reason no saliva sample collected,Saliva sample collection,
20072,Reason no urine sample collected,Urine sample collection,
7677,Reason test concluded,Broken letter recognition,
27983,Received first COVID-19 vaccination,Self-test antibody study,
27985,Received second COVID-19 vaccination,Self-test antibody study,
20518,Recent changes in speed/amount of moving or speaking,Depression,
29009,Recent changes in speed/amount of moving or speaking,Depression,
20505,Recent easy annoyance or irritability,Anxiety,
29063,Recent easy annoyance or irritability,Anxiety and panic,
20510,Recent feelings of depression,Depression,
29003,Recent feelings of depression,Depression,
20512,Recent feelings of foreboding,Anxiety,
29064,Recent feelings of foreboding,Anxiety and panic,
20507,Recent feelings of inadequacy,Depression,
29007,Recent feelings of inadequacy,Depression,
20519,Recent feelings of tiredness or low energy,Depression,
